u	v	w
5257	6403	7	
7676	6404	10	
5945	6405	33	
3042	6406	11	
3052	6407	10	
2550	6408	3	
8675	6409	7	
8732	6410	2	
4278	6411	33	
8812	6412	12	
1909	6413	13	
6502	6414	26	
491	6415	11	
3501	6416	19	
3361	6417	3	
6510	6418	18	
8448	6419	3	
3736	6420	17	
3952	6421	14	
6334	6422	12	
6486	6423	17	
2154	6424	8	
2970	6425	4	
2354	6426	17	
8174	6427	6	
1575	6428	24	
8748	6429	39	
474	6430	16	
9903	6431	15	
4222	6432	14	
7833	6433	2	
9660	6434	10	
7942	6435	11	
5500	6436	12	
9022	6437	14	
233	6438	26	
3332	6439	1	
1917	6440	5	
7668	6441	11	
1362	6442	8	
4234	6443	32	
4089	6444	24	
7060	6445	8	
4516	6446	9	
4560	6447	21	
1284	6448	15	
9959	6449	36	
6386	6450	22	
1619	6451	18	
5876	6452	6	
6097	6453	13	
3234	6454	9	
5987	6455	9	
2758	6456	69	
668	6457	16	
4856	6458	9	
854	6459	14	
3170	6460	7	
7021	6461	8	
7190	6462	19	
4813	6463	13	
1905	6464	12	
4036	6465	5	
8156	6466	5	
5499	6467	15	
2926	6468	20	
4276	6469	4	
742	6470	11	
1156	6471	2	
5476	6472	16	
9864	6473	4	
2529	6474	6	
3152	6475	22	
4724	6476	9	
7151	6477	20	
9821	6478	6	
9871	6479	2	
3646	6480	12	
7580	6481	9	
3374	6482	11	
1513	6483	6	
1513	6484	4	
2410	6485	25	
660	6486	8	
2375	6487	4	
2455	6488	17	
158	6489	17	
1129	6490	5	
8814	6491	19	
7415	6492	5	
7248	6493	6	
9613	6494	17	
8244	6495	7	
2278	6496	6	
4345	6497	3	
1935	6498	19	
3250	6499	15	
5230	6500	15	
7782	6501	18	
882	6502	20	
3919	6503	16	
414	6504	18	
9879	6505	1	
5783	6506	1	
5907	6507	4	
5074	6508	2	
8160	6509	2	
4316	6510	2	
2353	6511	5	
3196	6512	19	
6899	6513	17	
6013	6514	12	
3865	6515	4	
3294	6516	16	
3813	6517	7	
8565	6518	4	
9748	6519	2	
4580	6520	35	
294	6521	2	
4985	6522	10	
6559	6523	16	
1415	6524	17	
8749	6525	12	
313	6526	4	
861	6527	4	
6799	6528	10	
9658	6529	14	
1189	6530	8	
5022	6531	13	
2151	6532	11	
8378	6533	1	
3969	6534	17	
824	6535	11	
3281	6536	11	
8330	6537	2	
9421	6538	10	
1346	6539	13	
6214	6540	3	
2851	6541	16	
1969	6542	2	
4169	6543	1	
8426	6544	28	
4613	6545	1	
6209	6546	12	
9079	6547	20	
6103	6548	18	
5159	6549	23	
8337	6550	17	
4866	6551	5	
4712	6552	4	
688	6553	7	
5424	6554	16	
4514	6555	22	
883	6556	1	
9783	6557	18	
9798	6558	51	
6586	6559	11	
4869	6560	26	
2343	6561	11	
7763	6562	23	
9365	6563	11	
4355	6564	9	
9196	6565	14	
5636	6566	28	
326	6567	1	
735	6568	26	
5534	6569	39	
6658	6570	11	
8127	6571	20	
8648	6572	3	
280	6573	22	
3601	6574	8	
9726	6575	18	
4371	6576	1	
6459	6577	46	
747	6578	13	
255	6579	12	
933	6580	16	
1619	6581	11	
9841	6582	3	
6961	6583	15	
5293	6584	1	
1869	6585	8	
8395	6586	13	
6207	6587	14	
4617	6588	10	
6343	6589	7	
2343	6590	9	
6272	6591	13	
4031	6592	9	
4478	6593	14	
4923	6594	4	
5902	6595	8	
9831	6596	5	
8103	6597	16	
5167	6598	2	
8600	6599	12	
884	6600	19	
6192	6601	1	
7357	6602	12	
433	6603	15	
3539	6604	12	
9289	6605	3	
96	6606	4	
3307	6607	21	
9576	6608	47	
3275	6609	2	
9716	6610	3	
9318	6611	9	
2024	6612	36	
9565	6613	6	
9650	6614	8	
7015	6615	8	
5880	6616	17	
4983	6617	2	
6277	6618	11	
3772	6619	1	
5837	6620	12	
255	6621	14	
5101	6622	10	
1511	6623	16	
7996	6624	20	
7014	6625	17	
7843	6626	22	
8626	6627	13	
3995	6628	24	
1876	6629	22	
413	6630	11	
9725	6631	3	
7906	6632	1	
5845	6633	28	
1664	6634	11	
2652	6635	7	
2098	6636	3	
147	6637	7	
6825	6638	7	
5823	6639	10	
9349	6640	31	
7202	6641	3	
9280	6642	1	
1313	6643	18	
8071	6644	7	
7072	6645	32	
9521	6646	2	
5830	6647	26	
9989	6648	24	
7186	6649	12	
6399	6650	6	
4862	6651	9	
3097	6652	18	
5518	6653	4	
2161	6654	7	
8782	6655	4	
6228	6656	31	
9284	6657	8	
7851	6658	10	
1679	6659	2	
6971	6660	6	
4519	6661	20	
122	6662	1	
7548	6663	7	
9094	6664	9	
5526	6665	11	
7831	6666	29	
1199	6667	1	
8904	6668	14	
7224	6669	2	
8276	6670	3	
5124	6671	2	
3784	6672	21	
4360	6673	24	
1767	6674	14	
5721	6675	14	
4037	6676	13	
9934	6677	8	
5135	6678	6	
9455	6679	19	
6177	6680	13	
3872	6681	4	
5557	6682	18	
7649	6683	4	
4600	6684	19	
4745	6685	34	
6735	6686	6	
552	6687	12	
4932	6688	29	
3861	6689	30	
5058	6690	29	
9353	6691	14	
6261	6692	4	
7079	6693	8	
4260	6694	9	
2793	6695	17	
5352	6696	13	
4773	6697	5	
9070	6698	6	
3628	6699	20	
6019	6700	1	
2681	6701	11	
2038	6702	23	
4929	6703	17	
6335	6704	2	
2353	6705	8	
9307	6706	14	
1828	6707	6	
1617	6708	3	
4130	6709	9	
3450	6710	9	
6901	6711	13	
8292	6712	4	
9125	6713	5	
1285	6714	5	
5768	6715	9	
2345	6716	12	
9101	6717	1	
9964	6718	25	
4876	6719	17	
7296	6720	1	
4325	6721	3	
227	6722	1	
5393	6723	1	
3080	6724	12	
8563	6725	7	
7236	6726	15	
8386	6727	9	
7316	6728	9	
670	6729	12	
2472	6730	5	
7491	6731	11	
7909	6732	16	
8255	6733	6	
444	6734	1	
7543	6735	3	
2020	6736	3	
3691	6737	21	
3909	6738	11	
6779	6739	9	
6088	6740	1	
8537	6741	6	
3625	6742	7	
4867	6743	1	
3713	6744	27	
6606	6745	16	
3926	6746	7	
6091	6747	1	
2647	6748	1	
6329	6749	20	
7942	6750	3	
1935	6751	10	
5934	6752	5	
8648	6753	8	
3160	6754	12	
5447	6755	16	
443	6756	21	
715	6757	7	
6224	6758	40	
3448	6759	4	
7336	6760	18	
9079	6761	5	
8000	6762	11	
6687	6763	10	
9236	6764	21	
4378	6765	9	
5842	6766	13	
7179	6767	20	
9751	6768	16	
8264	6769	12	
905	6770	14	
605	6771	11	
9287	6772	11	
3907	6773	25	
5206	6774	5	
7143	6775	1	
3076	6776	9	
2258	6777	5	
3018	6778	9	
616	6779	6	
4561	6780	9	
1103	6781	1	
5737	6782	11	
6820	6783	4	
9029	6784	15	
8588	6785	23	
7781	6786	10	
5365	6787	7	
2347	6788	12	
9135	6789	7	
7738	6790	10	
1720	6791	9	
3751	6792	1	
910	6793	5	
31	6794	3	
6309	6795	9	
4622	6796	7	
2639	6797	11	
1096	6798	10	
6722	6799	15	
5751	6800	7	
2461	6801	9	
8541	6802	5	
449	6803	3	
8882	6804	1	
195	6805	5	
4617	6806	2	
4797	6807	7	
6532	6808	6	
6016	6809	2	
633	6810	12	
5126	6811	30	
8474	6812	13	
3540	6813	5	
2998	6814	16	
4383	6815	9	
7667	6816	9	
7690	6817	20	
9073	6818	17	
2172	6819	13	
1056	6820	1	
4774	6821	15	
3819	6822	12	
6233	6823	2	
6472	6824	3	
3120	6825	9	
3232	6826	7	
129	6827	9	
3970	6828	25	
1812	6829	17	
1279	6830	10	
9306	6831	4	
8737	6832	15	
7203	6833	12	
2255	6834	3	
9103	6835	5	
2122	6836	8	
6275	6837	15	
3568	6838	13	
749	6839	3	
8184	6840	14	
5062	6841	14	
4788	6842	7	
460	6843	6	
9358	6844	6	
9084	6845	23	
5219	6846	8	
7674	6847	5	
3557	6848	8	
3447	6849	6	
898	6850	40	
9486	6851	8	
44	6852	21	
147	6853	5	
3046	6854	10	
704	6855	15	
5306	6856	7	
3043	6857	14	
8954	6858	24	
1819	6859	19	
1701	6860	11	
3572	6861	2	
8047	6862	9	
8694	6863	18	
6444	6864	17	
8532	6865	5	
7023	6866	20	
1784	6867	24	
9607	6868	4	
3505	6869	5	
2574	6870	7	
8733	6871	10	
6337	6872	12	
9731	6873	9	
9287	6874	6	
5974	6875	13	
2422	6876	34	
4022	6877	7	
9662	6878	2	
5776	6879	13	
682	6880	11	
4889	6881	1	
1812	6882	19	
6908	6883	23	
1720	6884	7	
5326	6885	9	
3073	6886	46	
6021	6887	5	
5246	6888	30	
820	6889	11	
5147	6890	5	
7097	6891	12	
9308	6892	3	
3389	6893	5	
1952	6894	25	
277	6895	17	
9558	6896	15	
3501	6897	3	
9170	6898	11	
9707	6899	4	
9232	6900	13	
184	6901	4	
6453	6902	7	
9971	6903	21	
7423	6904	10	
7791	6905	10	
341	6906	30	
5484	6907	1	
273	6908	7	
8902	6909	13	
2832	6910	51	
6370	6911	30	
7846	6912	6	
5489	6913	3	
997	6914	13	
928	6915	6	
4279	6916	15	
6012	6917	6	
8033	6918	15	
9299	6919	44	
6247	6920	17	
6825	6921	4	
9931	6922	18	
6659	6923	14	
4509	6924	10	
4279	6925	17	
1996	6926	28	
5741	6927	17	
2854	6928	4	
2805	6929	10	
7873	6930	24	
5888	6931	23	
9378	6932	11	
4402	6933	21	
6224	6934	9	
6716	6935	17	
5801	6936	21	
1413	6937	10	
9944	6938	8	
2350	6939	6	
7897	6940	39	
9410	6941	9	
4029	6942	17	
1880	6943	3	
6832	6944	12	
6398	6945	7	
5520	6946	33	
8973	6947	9	
6241	6948	23	
2339	6949	7	
7141	6950	41	
9511	6951	9	
9476	6952	1	
8781	6953	7	
6264	6954	1	
6853	6955	4	
9511	6956	20	
491	6957	22	
4283	6958	15	
8038	6959	6	
8063	6960	37	
5515	6961	14	
5312	6962	4	
387	6963	11	
4124	6964	1	
2769	6965	1	
1602	6966	11	
8648	6967	16	
57	6968	1	
8179	6969	8	
7499	6970	27	
5986	6971	9	
1926	6972	5	
8926	6973	13	
9511	6974	21	
7402	6975	4	
3264	6976	2	
2571	6977	14	
5303	6978	26	
4972	6979	3	
4008	6980	8	
2276	6981	11	
5494	6982	45	
4460	6983	15	
3497	6984	23	
8008	6985	6	
7562	6986	8	
4014	6987	15	
5089	6988	29	
5723	6989	18	
3424	6990	7	
2035	6991	1	
7248	6992	36	
3668	6993	13	
4537	6994	23	
9291	6995	24	
6662	6996	3	
1296	6997	11	
4766	6998	14	
1799	6999	2	
9482	7000	18	
7924	7001	14	
2615	7002	4	
1659	7003	26	
4894	7004	2	
8139	7005	4	
4059	7006	1	
127	7007	5	
5340	7008	39	
8271	7009	16	
6843	7010	37	
1773	7011	9	
4408	7012	9	
7991	7013	13	
8005	7014	8	
1580	7015	22	
7042	7016	14	
4594	7017	20	
2200	7018	15	
760	7019	1	
2056	7020	27	
3907	7021	1	
2023	7022	10	
7696	7023	7	
6954	7024	9	
1233	7025	8	
7762	7026	7	
2551	7027	5	
8134	7028	15	
5465	7029	2	
8043	7030	32	
2594	7031	7	
9976	7032	21	
2334	7033	7	
9117	7034	14	
7958	7035	24	
6039	7036	6	
2952	7037	19	
5967	7038	11	
3044	7039	19	
5629	7040	6	
8565	7041	30	
4815	7042	1	
5015	7043	27	
9128	7044	17	
5684	7045	12	
984	7046	26	
7385	7047	7	
5898	7048	11	
6236	7049	18	
4527	7050	16	
1219	7051	9	
6234	7052	23	
5826	7053	12	
1971	7054	8	
2821	7055	11	
4648	7056	3	
5116	7057	9	
1317	7058	7	
7019	7059	12	
3162	7060	1	
2121	7061	14	
2583	7062	2	
8195	7063	3	
9896	7064	4	
5115	7065	15	
4168	7066	3	
3733	7067	6	
2510	7068	8	
9399	7069	19	
1838	7070	6	
2959	7071	14	
2150	7072	2	
6496	7073	12	
8115	7074	4	
6509	7075	23	
5923	7076	7	
4617	7077	8	
6877	7078	7	
8890	7079	14	
572	7080	40	
335	7081	18	
5831	7082	1	
9250	7083	4	
3314	7084	8	
2874	7085	10	
3536	7086	7	
1601	7087	7	
1042	7088	21	
3147	7089	4	
7978	7090	12	
9125	7091	5	
8079	7092	16	
2237	7093	25	
3386	7094	6	
4591	7095	9	
746	7096	1	
9725	7097	17	
9202	7098	12	
1814	7099	1	
1248	7100	2	
6212	7101	6	
3305	7102	23	
2843	7103	21	
8092	7104	4	
6466	7105	5	
9289	7106	13	
1780	7107	26	
7897	7108	12	
7036	7109	7	
3253	7110	16	
14	7111	8	
3072	7112	6	
1344	7113	17	
6040	7114	25	
4279	7115	21	
7423	7116	23	
8236	7117	27	
6878	7118	15	
8221	7119	9	
2985	7120	19	
1087	7121	6	
6023	7122	3	
9500	7123	8	
984	7124	7	
166	7125	21	
8197	7126	7	
9474	7127	2	
1543	7128	49	
9556	7129	25	
7376	7130	7	
454	7131	1	
5390	7132	3	
7163	7133	11	
6817	7134	9	
872	7135	13	
2956	7136	4	
1680	7137	2	
4886	7138	8	
2220	7139	9	
2349	7140	13	
2680	7141	1	
9089	7142	1	
442	7143	15	
8766	7144	12	
304	7145	15	
4118	7146	10	
7584	7147	2	
7024	7148	6	
6348	7149	18	
4381	7150	18	
3676	7151	10	
2119	7152	35	
176	7153	1	
5352	7154	35	
2508	7155	11	
9149	7156	7	
2546	7157	4	
5091	7158	13	
3858	7159	12	
5452	7160	3	
702	7161	15	
5101	7162	27	
7473	7163	14	
4065	7164	3	
9799	7165	11	
4540	7166	4	
8589	7167	19	
4327	7168	5	
5238	7169	7	
4444	7170	25	
1884	7171	19	
4700	7172	7	
691	7173	11	
9018	7174	5	
1373	7175	10	
9572	7176	11	
176	7177	16	
699	7178	4	
3648	7179	6	
8572	7180	1	
9124	7181	26	
705	7182	10	
794	7183	13	
8501	7184	1	
4301	7185	50	
6034	7186	16	
8936	7187	13	
3925	7188	47	
2597	7189	18	
3661	7190	4	
1543	7191	7	
518	7192	4	
6095	7193	9	
2890	7194	2	
2920	7195	23	
3995	7196	13	
1327	7197	25	
9531	7198	28	
3629	7199	14	
5590	7200	1	
9488	7201	2	
3751	7202	6	
1485	7203	1	
7755	7204	19	
9034	7205	7	
2455	7206	1	
514	7207	25	
6515	7208	11	
817	7209	10	
2818	7210	28	
9536	7211	17	
5340	7212	18	
9185	7213	42	
5239	7214	16	
674	7215	31	
8852	7216	11	
7268	7217	27	
7493	7218	12	
9508	7219	17	
318	7220	4	
207	7221	3	
6240	7222	11	
8738	7223	35	
5927	7224	9	
7795	7225	14	
8610	7226	12	
8078	7227	6	
6763	7228	9	
5712	7229	3	
2388	7230	13	
2055	7231	10	
9173	7232	21	
4057	7233	3	
9894	7234	31	
376	7235	21	
7689	7236	5	
5414	7237	8	
1664	7238	12	
7345	7239	9	
8509	7240	2	
4309	7241	2	
7708	7242	9	
1053	7243	13	
4326	7244	20	
3003	7245	13	
4218	7246	13	
9668	7247	11	
1406	7248	4	
7821	7249	8	
650	7250	9	
260	7251	23	
6522	7252	3	
6865	7253	26	
807	7254	17	
7597	7255	35	
293	7256	2	
4585	7257	19	
6731	7258	15	
7861	7259	18	
2773	7260	16	
9361	7261	6	
7288	7262	38	
2550	7263	16	
8547	7264	7	
4164	7265	2	
5187	7266	21	
3622	7267	12	
8713	7268	23	
7560	7269	17	
2332	7270	8	
4130	7271	16	
7814	7272	24	
6584	7273	4	
2197	7274	14	
8990	7275	15	
753	7276	17	
2752	7277	7	
5356	7278	6	
5361	7279	14	
1415	7280	26	
9052	7281	15	
5679	7282	4	
886	7283	1	
4202	7284	4	
5198	7285	16	
5276	7286	13	
7851	7287	11	
2713	7288	11	
4562	7289	6	
622	7290	20	
9163	7291	15	
624	7292	18	
5160	7293	16	
5582	7294	16	
8750	7295	19	
7698	7296	6	
8939	7297	14	
94	7298	7	
7322	7299	19	
901	7300	29	
992	7301	14	
9757	7302	43	
4784	7303	11	
7096	7304	1	
565	7305	6	
7899	7306	1	
1500	7307	7	
8625	7308	8	
4793	7309	13	
6311	7310	19	
7871	7311	29	
6997	7312	7	
1829	7313	13	
3337	7314	3	
4041	7315	28	
7436	7316	13	
8965	7317	33	
9446	7318	21	
808	7319	19	
4830	7320	1	
4240	7321	19	
4362	7322	14	
7990	7323	26	
4580	7324	4	
8363	7325	8	
9235	7326	3	
3989	7327	2	
2423	7328	3	
3390	7329	11	
6575	7330	4	
3312	7331	5	
2846	7332	10	
2891	7333	2	
201	7334	2	
1219	7335	8	
6425	7336	31	
2007	7337	3	
6494	7338	11	
6239	7339	2	
7650	7340	9	
9592	7341	20	
3737	7342	7	
9089	7343	1	
1092	7344	21	
7489	7345	1	
279	7346	16	
9917	7347	18	
9834	7348	16	
9103	7349	5	
8732	7350	11	
7541	7351	20	
1387	7352	12	
3664	7353	10	
9749	7354	35	
1788	7355	16	
6212	7356	28	
8735	7357	2	
7877	7358	9	
4575	7359	5	
4242	7360	10	
6633	7361	3	
2241	7362	7	
2685	7363	28	
3453	7364	16	
4276	7365	2	
4623	7366	8	
3956	7367	15	
5012	7368	18	
5908	7369	18	
2223	7370	19	
4312	7371	4	
7689	7372	4	
5219	7373	16	
7558	7374	14	
7172	7375	20	
2201	7376	6	
2572	7377	8	
3017	7378	16	
9372	7379	11	
4679	7380	22	
6792	7381	17	
7818	7382	15	
7345	7383	3	
2977	7384	34	
7737	7385	6	
1698	7386	5	
3904	7387	8	
1515	7388	17	
408	7389	20	
1716	7390	7	
1172	7391	11	
5256	7392	25	
1042	7393	1	
7904	7394	7	
8840	7395	9	
4599	7396	3	
2913	7397	27	
9422	7398	3	
4638	7399	9	
2399	7400	29	
2072	7401	16	
1787	7402	13	
1979	7403	18	
400	7404	6	
2585	7405	5	
153	7406	7	
1166	7407	34	
8605	7408	10	
8819	7409	8	
1167	7410	1	
6526	7411	17	
8146	7412	28	
9619	7413	12	
4335	7414	9	
6588	7415	4	
4127	7416	7	
823	7417	10	
9376	7418	4	
6604	7419	2	
803	7420	5	
3183	7421	10	
9450	7422	8	
7038	7423	6	
308	7424	18	
9715	7425	13	
6464	7426	26	
177	7427	13	
4446	7428	17	
4980	7429	23	
1573	7430	6	
3881	7431	15	
1713	7432	6	
475	7433	17	
974	7434	5	
4722	7435	20	
3720	7436	17	
9480	7437	13	
1270	7438	28	
9227	7439	10	
618	7440	20	
8966	7441	14	
9332	7442	21	
4036	7443	20	
7308	7444	3	
5375	7445	12	
3058	7446	16	
2446	7447	10	
2034	7448	19	
2112	7449	13	
7718	7450	10	
8810	7451	21	
6829	7452	23	
6646	7453	3	
1601	7454	12	
4661	7455	14	
8590	7456	17	
8292	7457	2	
4336	7458	21	
1511	7459	17	
9234	7460	10	
7320	7461	17	
1910	7462	22	
7955	7463	1	
6416	7464	20	
8397	7465	21	
1613	7466	5	
8966	7467	9	
8929	7468	3	
9344	7469	17	
4529	7470	26	
7077	7471	6	
148	7472	11	
9125	7473	5	
6483	7474	13	
6034	7475	5	
4305	7476	25	
7269	7477	19	
2568	7478	15	
5640	7479	11	
1253	7480	7	
334	7481	15	
2784	7482	22	
2416	7483	17	
424	7484	4	
3920	7485	4	
2586	7486	7	
2639	7487	1	
2816	7488	8	
8196	7489	11	
8020	7490	18	
3927	7491	2	
2203	7492	2	
3733	7493	5	
1395	7494	5	
6548	7495	7	
6136	7496	17	
6780	7497	7	
2818	7498	4	
672	7499	4	
3032	7500	19	
2747	7501	8	
8348	7502	10	
601	7503	10	
2716	7504	11	
2668	7505	32	
4096	7506	35	
5175	7507	1	
9491	7508	19	
7717	7509	39	
4830	7510	5	
1192	7511	2	
6341	7512	18	
4249	7513	8	
4551	7514	11	
8386	7515	5	
9487	7516	16	
8379	7517	6	
224	7518	4	
7645	7519	21	
5301	7520	10	
3051	7521	11	
4740	7522	3	
4899	7523	25	
8777	7524	14	
7048	7525	1	
2463	7526	14	
4620	7527	2	
8785	7528	17	
6506	7529	10	
9400	7530	31	
4155	7531	21	
9322	7532	8	
3137	7533	14	
6704	7534	12	
3952	7535	9	
161	7536	13	
9316	7537	2	
4173	7538	17	
3676	7539	12	
9357	7540	3	
6844	7541	9	
5189	7542	1	
2190	7543	4	
9096	7544	22	
9467	7545	8	
6747	7546	3	
4875	7547	4	
7564	7548	11	
4755	7549	4	
9167	7550	4	
1686	7551	3	
3871	7552	7	
2871	7553	1	
8928	7554	15	
5231	7555	16	
161	7556	4	
3097	7557	12	
4295	7558	3	
7313	7559	2	
4567	7560	5	
9056	7561	34	
8078	7562	15	
2461	7563	22	
4218	7564	7	
7929	7565	13	
7394	7566	9	
5914	7567	2	
7184	7568	5	
2107	7569	13	
5618	7570	9	
1263	7571	19	
3057	7572	1	
9357	7573	8	
9353	7574	12	
4982	7575	14	
2221	7576	7	
5349	7577	20	
3535	7578	2	
9272	7579	9	
5241	7580	6	
9950	7581	6	
9582	7582	4	
1065	7583	14	
7662	7584	6	
178	7585	4	
3589	7586	16	
7023	7587	50	
2086	7588	25	
5175	7589	13	
3133	7590	4	
7517	7591	11	
9843	7592	17	
5274	7593	19	
9876	7594	10	
8432	7595	9	
7122	7596	2	
3823	7597	19	
2006	7598	8	
8499	7599	13	
2856	7600	18	
6658	7601	7	
3700	7602	8	
6104	7603	30	
817	7604	12	
9323	7605	21	
5932	7606	12	
4354	7607	21	
1427	7608	38	
2644	7609	19	
3623	7610	12	
7048	7611	11	
6869	7612	6	
4467	7613	7	
3581	7614	16	
709	7615	37	
4113	7616	1	
7760	7617	16	
1728	7618	19	
3834	7619	18	
4167	7620	12	
9088	7621	1	
8222	7622	27	
549	7623	16	
1488	7624	5	
3697	7625	19	
2886	7626	4	
44	7627	6	
252	7628	12	
5460	7629	9	
944	7630	24	
1127	7631	16	
6631	7632	3	
7270	7633	2	
6515	7634	18	
1778	7635	7	
5413	7636	14	
892	7637	14	
509	7638	2	
4521	7639	21	
3775	7640	13	
1785	7641	14	
3904	7642	5	
1183	7643	6	
2595	7644	28	
2151	7645	8	
4427	7646	14	
7978	7647	7	
3591	7648	30	
5154	7649	4	
2429	7650	6	
2020	7651	12	
4958	7652	13	
7388	7653	16	
3453	7654	1	
982	7655	25	
1699	7656	20	
5892	7657	3	
7382	7658	10	
9340	7659	36	
7147	7660	6	
3351	7661	1	
7638	7662	9	
1703	7663	20	
2586	7664	23	
9600	7665	11	
3970	7666	7	
5666	7667	22	
6541	7668	10	
1662	7669	25	
4326	7670	13	
794	7671	1	
9433	7672	14	
7647	7673	17	
2094	7674	7	
1175	7675	16	
4429	7676	17	
8731	7677	18	
9155	7678	6	
3054	7679	13	
2651	7680	19	
1142	7681	7	
2	7682	7	
1139	7683	49	
9982	7684	15	
7106	7685	13	
3941	7686	12	
5267	7687	1	
4989	7688	6	
760	7689	1	
1791	7690	20	
2469	7691	7	
1077	7692	1	
9564	7693	4	
9711	7694	11	
7760	7695	11	
2388	7696	8	
338	7697	4	
469	7698	8	
8588	7699	9	
9227	7700	14	
9710	7701	8	
7887	7702	4	
6622	7703	4	
9576	7704	16	
9037	7705	8	
8868	7706	12	
6097	7707	6	
4022	7708	3	
2737	7709	5	
1375	7710	9	
3414	7711	10	
5601	7712	21	
176	7713	5	
742	7714	1	
5306	7715	12	
5502	7716	6	
39	7717	3	
6005	7718	8	
32	7719	3	
7525	7720	8	
1992	7721	45	
7739	7722	16	
8235	7723	8	
3018	7724	6	
6939	7725	24	
6968	7726	15	
9471	7727	23	
4192	7728	1	
9216	7729	3	
4273	7730	22	
4724	7731	30	
9557	7732	6	
2416	7733	37	
7684	7734	4	
9833	7735	7	
6895	7736	7	
7753	7737	7	
5374	7738	9	
169	7739	1	
911	7740	2	
612	7741	13	
5624	7742	59	
8472	7743	11	
1230	7744	3	
2239	7745	14	
8984	7746	26	
8493	7747	14	
4176	7748	1	
3946	7749	14	
5772	7750	7	
8072	7751	16	
1810	7752	13	
4366	7753	13	
815	7754	12	
514	7755	5	
4021	7756	7	
3138	7757	1	
560	7758	6	
3004	7759	9	
7360	7760	8	
2915	7761	8	
8914	7762	3	
3942	7763	4	
3416	7764	23	
8086	7765	13	
8817	7766	11	
3642	7767	10	
8619	7768	25	
4969	7769	1	
6177	7770	13	
4991	7771	6	
6615	7772	36	
5891	7773	19	
451	7774	27	
5356	7775	46	
2153	7776	9	
8622	7777	20	
554	7778	6	
8819	7779	18	
6890	7780	6	
22	7781	10	
8471	7782	13	
1444	7783	39	
1485	7784	8	
5677	7785	15	
1696	7786	23	
3124	7787	10	
5570	7788	4	
9119	7789	4	
4160	7790	9	
3812	7791	14	
9535	7792	12	
7983	7793	10	
2678	7794	2	
2739	7795	11	
854	7796	3	
136	7797	36	
2474	7798	4	
7748	7799	3	
7792	7800	13	
2960	7801	9	
4106	7802	6	
8225	7803	2	
5850	7804	8	
5090	7805	9	
4890	7806	30	
3232	7807	3	
6661	7808	7	
5337	7809	11	
4719	7810	23	
4737	7811	4	
8023	7812	20	
5793	7813	10	
3046	7814	20	
1565	7815	14	
8587	7816	3	
9606	7817	9	
4035	7818	7	
5424	7819	8	
1353	7820	2	
2508	7821	5	
6444	7822	20	
3703	7823	23	
7467	7824	26	
2101	7825	18	
2105	7826	11	
4089	7827	4	
4883	7828	33	
5037	7829	22	
59	7830	6	
6659	7831	9	
4904	7832	14	
1046	7833	14	
5968	7834	4	
7955	7835	2	
3071	7836	12	
4763	7837	1	
6965	7838	26	
9396	7839	10	
4641	7840	10	
8033	7841	12	
6920	7842	16	
6746	7843	9	
440	7844	1	
8538	7845	17	
1366	7846	11	
4072	7847	7	
6869	7848	19	
6253	7849	28	
1606	7850	8	
8314	7851	4	
2875	7852	6	
4073	7853	11	
8381	7854	4	
3277	7855	8	
5001	7856	8	
1817	7857	6	
2571	7858	7	
2475	7859	5	
7203	7860	8	
898	7861	16	
2734	7862	38	
6506	7863	6	
2432	7864	17	
5582	7865	13	
7983	7866	5	
9282	7867	14	
5289	7868	11	
8488	7869	3	
5666	7870	15	
8496	7871	25	
3952	7872	8	
5491	7873	14	
7568	7874	7	
5708	7875	15	
6832	7876	7	
2424	7877	6	
5725	7878	29	
3221	7879	6	
313	7880	1	
327	7881	9	
1387	7882	3	
3567	7883	10	
8321	7884	12	
3607	7885	14	
9723	7886	14	
7504	7887	8	
4783	7888	25	
9286	7889	3	
6379	7890	23	
5136	7891	7	
4080	7892	15	
2348	7893	1	
1186	7894	37	
2031	7895	15	
7728	7896	10	
486	7897	13	
1517	7898	8	
9570	7899	3	
332	7900	12	
3909	7901	31	
7036	7902	11	
1556	7903	53	
1506	7904	9	
2683	7905	5	
648	7906	15	
1924	7907	1	
8205	7908	8	
1057	7909	8	
9488	7910	2	
8069	7911	8	
7436	7912	8	
135	7913	13	
9673	7914	8	
528	7915	2	
2715	7916	8	
1489	7917	30	
3834	7918	3	
5058	7919	30	
7178	7920	13	
6364	7921	1	
1005	7922	11	
3909	7923	7	
8929	7924	8	
6122	7925	21	
5060	7926	4	
688	7927	13	
1957	7928	4	
3484	7929	11	
8886	7930	3	
6473	7931	20	
5494	7932	49	
1941	7933	9	
2592	7934	19	
2555	7935	5	
9090	7936	21	
8534	7937	33	
9973	7938	7	
375	7939	4	
1721	7940	30	
3539	7941	26	
152	7942	7	
5889	7943	20	
5790	7944	6	
6855	7945	18	
4704	7946	5	
2021	7947	16	
2607	7948	1	
6917	7949	9	
5686	7950	21	
4677	7951	11	
6206	7952	6	
4870	7953	11	
4007	7954	15	
2801	7955	8	
215	7956	4	
29	7957	21	
9056	7958	14	
5406	7959	1	
1036	7960	21	
2835	7961	5	
1290	7962	1	
1787	7963	17	
1464	7964	16	
6145	7965	16	
6823	7966	9	
6486	7967	24	
801	7968	5	
2635	7969	9	
9819	7970	8	
5252	7971	4	
2823	7972	18	
8838	7973	14	
8843	7974	11	
275	7975	5	
