u	v	w
25	3259	10	
6451	3260	15	
3405	3261	9	
4779	3262	12	
1297	3263	18	
8758	3264	17	
5666	3265	26	
7407	3266	6	
5687	3267	1	
2674	3268	3	
8581	3269	8	
3765	3270	2	
282	3271	7	
2547	3272	6	
8185	3273	18	
5625	3274	7	
6740	3275	1	
4264	3276	8	
1426	3277	9	
1405	3278	16	
3211	3279	11	
2615	3280	24	
3117	3281	19	
3827	3282	9	
3112	3283	3	
2597	3284	2	
9277	3285	17	
2000	3286	6	
9537	3287	9	
1881	3288	24	
269	3289	22	
2265	3290	3	
8434	3291	20	
3882	3292	12	
3652	3293	32	
3117	3294	12	
896	3295	6	
9395	3296	8	
1339	3297	1	
8763	3298	12	
8209	3299	33	
1988	3300	11	
8428	3301	6	
5430	3302	3	
417	3303	8	
4860	3304	12	
9330	3305	33	
6148	3306	12	
5171	3307	2	
8972	3308	16	
9552	3309	6	
4683	3310	3	
9001	3311	4	
3128	3312	6	
5397	3313	8	
9312	3314	6	
1234	3315	1	
681	3316	28	
3037	3317	20	
8203	3318	11	
5537	3319	14	
2520	3320	12	
145	3321	7	
605	3322	10	
2498	3323	9	
5375	3324	5	
8295	3325	20	
3333	3326	7	
8443	3327	31	
4942	3328	15	
2125	3329	41	
766	3330	5	
8944	3331	5	
5935	3332	10	
5338	3333	7	
6068	3334	9	
487	3335	12	
2597	3336	20	
9976	3337	5	
1880	3338	4	
5809	3339	5	
4734	3340	9	
8848	3341	2	
4619	3342	16	
5908	3343	17	
6507	3344	5	
3284	3345	10	
7984	3346	1	
2715	3347	1	
8	3348	17	
4993	3349	9	
3782	3350	13	
2856	3351	9	
6998	3352	12	
3139	3353	8	
799	3354	15	
677	3355	13	
3560	3356	38	
5565	3357	13	
328	3358	25	
9161	3359	3	
2094	3360	6	
6590	3361	31	
8340	3362	8	
199	3363	11	
7305	3364	10	
2108	3365	8	
8020	3366	21	
6173	3367	13	
2553	3368	14	
9537	3369	9	
504	3370	6	
3509	3371	19	
7331	3372	15	
6290	3373	5	
5627	3374	24	
5787	3375	4	
5132	3376	24	
217	3377	13	
4383	3378	1	
5098	3379	29	
5309	3380	49	
1670	3381	11	
811	3382	10	
4262	3383	14	
8567	3384	6	
7165	3385	5	
7567	3386	17	
5848	3387	10	
8410	3388	7	
5156	3389	2	
6393	3390	1	
7547	3391	1	
5993	3392	25	
5036	3393	5	
2600	3394	18	
9283	3395	5	
9116	3396	11	
8345	3397	25	
7364	3398	23	
426	3399	7	
709	3400	5	
1390	3401	4	
4223	3402	1	
6754	3403	3	
1974	3404	17	
2740	3405	14	
5125	3406	21	
3731	3407	4	
5754	3408	18	
7523	3409	34	
2660	3410	16	
553	3411	10	
7672	3412	27	
2170	3413	8	
2707	3414	18	
3257	3415	7	
7711	3416	9	
4905	3417	17	
3705	3418	18	
422	3419	15	
533	3420	2	
2381	3421	51	
8004	3422	24	
5309	3423	16	
2584	3424	11	
904	3425	21	
633	3426	18	
9593	3427	17	
7329	3428	11	
2262	3429	1	
1081	3430	15	
7471	3431	43	
4565	3432	21	
1649	3433	23	
152	3434	10	
3618	3435	1	
8196	3436	7	
7906	3437	19	
2825	3438	5	
1490	3439	7	
8254	3440	16	
1848	3441	1	
9995	3442	5	
824	3443	12	
9989	3444	2	
3070	3445	6	
5928	3446	23	
9635	3447	16	
8565	3448	9	
1813	3449	12	
9157	3450	12	
1121	3451	1	
5840	3452	4	
5304	3453	5	
4536	3454	16	
4698	3455	9	
6791	3456	20	
3296	3457	17	
5936	3458	7	
8524	3459	20	
8620	3460	17	
9489	3461	4	
8721	3462	25	
2162	3463	5	
5580	3464	8	
5428	3465	1	
5530	3466	4	
5628	3467	21	
1804	3468	7	
9918	3469	30	
3493	3470	10	
2595	3471	1	
8900	3472	5	
3759	3473	10	
177	3474	3	
5067	3475	28	
7072	3476	7	
8603	3477	13	
5441	3478	14	
2176	3479	21	
8157	3480	15	
5507	3481	2	
5741	3482	50	
5148	3483	14	
5481	3484	21	
7765	3485	24	
5540	3486	15	
8893	3487	35	
8643	3488	13	
3851	3489	6	
2533	3490	10	
201	3491	8	
3503	3492	25	
3763	3493	9	
2833	3494	6	
7426	3495	2	
3973	3496	18	
5264	3497	16	
1336	3498	10	
8229	3499	16	
5992	3500	38	
9550	3501	37	
717	3502	1	
4247	3503	4	
2554	3504	11	
9218	3505	10	
9038	3506	6	
5636	3507	2	
5018	3508	5	
2344	3509	8	
7620	3510	13	
9830	3511	11	
5024	3512	9	
3209	3513	4	
6710	3514	14	
9613	3515	21	
443	3516	22	
1364	3517	14	
394	3518	14	
5127	3519	6	
3349	3520	11	
8711	3521	1	
6249	3522	13	
646	3523	19	
3828	3524	24	
4876	3525	18	
5771	3526	10	
982	3527	18	
4662	3528	2	
9135	3529	3	
2901	3530	7	
692	3531	3	
2756	3532	13	
1966	3533	13	
4704	3534	2	
5597	3535	1	
8648	3536	10	
3461	3537	9	
7847	3538	1	
4324	3539	4	
2640	3540	13	
4185	3541	4	
2113	3542	31	
8728	3543	5	
869	3544	9	
153	3545	8	
1153	3546	10	
6192	3547	1	
6656	3548	4	
6784	3549	4	
7662	3550	9	
1791	3551	8	
1528	3552	5	
7222	3553	8	
1098	3554	19	
6828	3555	2	
8883	3556	46	
2073	3557	25	
4596	3558	13	
2402	3559	2	
6537	3560	23	
5581	3561	9	
2329	3562	18	
5090	3563	23	
6118	3564	2	
8827	3565	7	
7751	3566	10	
7412	3567	1	
6431	3568	16	
7767	3569	4	
4099	3570	16	
2384	3571	31	
587	3572	5	
6128	3573	14	
2393	3574	6	
7083	3575	11	
5900	3576	13	
3178	3577	29	
7723	3578	1	
9287	3579	1	
3797	3580	15	
4530	3581	7	
5254	3582	15	
77	3583	6	
5678	3584	31	
8519	3585	15	
2489	3586	14	
8649	3587	3	
6498	3588	4	
6474	3589	4	
6726	3590	2	
4207	3591	10	
3401	3592	8	
8626	3593	15	
9426	3594	25	
3747	3595	17	
6217	3596	21	
1666	3597	26	
3665	3598	6	
8733	3599	3	
5703	3600	13	
7383	3601	18	
3130	3602	1	
3504	3603	4	
929	3604	12	
666	3605	61	
8263	3606	7	
9439	3607	18	
9897	3608	7	
4043	3609	11	
351	3610	21	
6385	3611	4	
3143	3612	31	
4973	3613	5	
7642	3614	5	
1192	3615	10	
4305	3616	12	
82	3617	23	
5115	3618	3	
9646	3619	8	
364	3620	3	
9326	3621	9	
5586	3622	1	
716	3623	12	
9416	3624	6	
9775	3625	15	
8159	3626	13	
3615	3627	12	
4709	3628	17	
3463	3629	6	
9070	3630	2	
8708	3631	11	
8461	3632	9	
5983	3633	7	
5909	3634	2	
6998	3635	14	
281	3636	2	
9994	3637	1	
8464	3638	6	
6720	3639	1	
9548	3640	2	
5737	3641	9	
442	3642	8	
4043	3643	9	
338	3644	16	
6513	3645	32	
6543	3646	20	
4927	3647	4	
8496	3648	8	
4053	3649	3	
4581	3650	3	
1133	3651	19	
9668	3652	22	
9116	3653	13	
8348	3654	15	
2224	3655	60	
35	3656	31	
5876	3657	16	
8588	3658	4	
7028	3659	20	
2388	3660	22	
2194	3661	7	
3489	3662	10	
4539	3663	8	
8283	3664	7	
9873	3665	2	
5923	3666	12	
9848	3667	2	
8020	3668	2	
377	3669	8	
1348	3670	4	
9540	3671	21	
9090	3672	5	
4844	3673	6	
2896	3674	5	
4470	3675	10	
1764	3676	24	
5580	3677	5	
313	3678	6	
4394	3679	13	
561	3680	4	
3370	3681	12	
9404	3682	12	
4035	3683	11	
7749	3684	18	
9814	3685	22	
7127	3686	7	
1469	3687	16	
9137	3688	26	
1124	3689	3	
5457	3690	3	
4009	3691	3	
5361	3692	16	
8954	3693	23	
2541	3694	16	
8017	3695	10	
7032	3696	17	
5644	3697	29	
4009	3698	14	
3530	3699	4	
6260	3700	2	
6249	3701	8	
8841	3702	13	
68	3703	10	
4263	3704	9	
8221	3705	14	
2426	3706	28	
6482	3707	5	
8027	3708	30	
3496	3709	1	
7290	3710	19	
5884	3711	6	
8428	3712	14	
3989	3713	5	
9093	3714	4	
801	3715	6	
6627	3716	1	
1149	3717	10	
2636	3718	15	
1571	3719	14	
4692	3720	5	
7633	3721	6	
4277	3722	9	
9982	3723	17	
3703	3724	30	
4811	3725	22	
3031	3726	34	
7397	3727	1	
3336	3728	21	
2641	3729	5	
113	3730	2	
2640	3731	4	
1070	3732	21	
9943	3733	18	
2458	3734	5	
4005	3735	7	
9424	3736	10	
8191	3737	3	
3642	3738	4	
2104	3739	27	
8017	3740	17	
7560	3741	2	
748	3742	12	
9630	3743	18	
1303	3744	8	
8034	3745	13	
2181	3746	8	
8530	3747	3	
6314	3748	22	
3129	3749	16	
4892	3750	5	
4742	3751	25	
2743	3752	6	
5084	3753	10	
8210	3754	17	
1986	3755	45	
7435	3756	21	
3737	3757	4	
6554	3758	3	
5919	3759	13	
9415	3760	5	
7975	3761	15	
6263	3762	12	
1610	3763	10	
9152	3764	14	
5558	3765	11	
4992	3766	7	
3400	3767	9	
5705	3768	17	
1727	3769	3	
8144	3770	23	
2892	3771	3	
7772	3772	4	
1482	3773	9	
6844	3774	6	
8904	3775	12	
9686	3776	7	
9174	3777	25	
2456	3778	19	
4386	3779	11	
517	3780	2	
853	3781	10	
9921	3782	2	
2545	3783	16	
9687	3784	26	
8917	3785	20	
6	3786	19	
1252	3787	13	
7936	3788	11	
7636	3789	13	
9118	3790	32	
5399	3791	31	
291	3792	10	
974	3793	12	
3780	3794	8	
1854	3795	2	
2012	3796	10	
2950	3797	4	
2358	3798	5	
9416	3799	2	
6956	3800	10	
900	3801	13	
8514	3802	2	
9134	3803	2	
7285	3804	14	
1232	3805	86	
823	3806	2	
2988	3807	20	
6116	3808	15	
1221	3809	15	
6915	3810	1	
9149	3811	4	
9214	3812	12	
6083	3813	8	
283	3814	13	
8586	3815	7	
5980	3816	17	
6084	3817	36	
58	3818	2	
9229	3819	19	
6148	3820	9	
4682	3821	20	
4010	3822	42	
1914	3823	9	
8642	3824	20	
6523	3825	10	
7922	3826	23	
7883	3827	29	
9515	3828	17	
3343	3829	38	
9321	3830	1	
2040	3831	2	
6244	3832	50	
2404	3833	19	
6098	3834	20	
7461	3835	3	
581	3836	10	
6714	3837	4	
670	3838	3	
8906	3839	5	
1127	3840	14	
1704	3841	25	
3654	3842	5	
6521	3843	8	
3948	3844	34	
7512	3845	7	
6188	3846	9	
4981	3847	11	
4797	3848	33	
7051	3849	2	
6399	3850	7	
3165	3851	9	
8922	3852	16	
3895	3853	22	
2890	3854	2	
2627	3855	15	
3118	3856	17	
9256	3857	24	
7806	3858	14	
3490	3859	4	
9218	3860	12	
8560	3861	10	
5698	3862	27	
8181	3863	9	
5444	3864	26	
9186	3865	5	
6516	3866	4	
6154	3867	8	
9449	3868	23	
1117	3869	18	
970	3870	8	
393	3871	9	
8652	3872	15	
450	3873	20	
7004	3874	10	
1773	3875	15	
5116	3876	7	
9399	3877	12	
2127	3878	3	
392	3879	23	
6863	3880	9	
2764	3881	32	
3497	3882	2	
5648	3883	16	
3130	3884	15	
1403	3885	7	
2396	3886	13	
9515	3887	13	
1649	3888	4	
1652	3889	11	
932	3890	6	
2421	3891	17	
5607	3892	2	
9558	3893	3	
124	3894	4	
3816	3895	14	
1143	3896	29	
8803	3897	10	
6185	3898	8	
3782	3899	9	
5546	3900	5	
1498	3901	4	
7962	3902	35	
8954	3903	15	
51	3904	1	
534	3905	7	
8079	3906	19	
1773	3907	24	
8662	3908	2	
3201	3909	6	
1556	3910	9	
7162	3911	21	
9633	3912	20	
9674	3913	3	
1414	3914	18	
4511	3915	14	
2644	3916	2	
345	3917	1	
4065	3918	15	
6124	3919	42	
9415	3920	14	
1323	3921	1	
8523	3922	31	
892	3923	4	
1207	3924	24	
9177	3925	11	
4639	3926	40	
3125	3927	1	
7192	3928	3	
2017	3929	56	
6894	3930	15	
7703	3931	4	
1978	3932	13	
7148	3933	12	
6798	3934	19	
5105	3935	9	
8797	3936	6	
8659	3937	16	
6396	3938	5	
4164	3939	4	
3630	3940	32	
6610	3941	14	
9998	3942	6	
1853	3943	10	
6247	3944	20	
9661	3945	4	
3505	3946	7	
8781	3947	8	
5136	3948	12	
9507	3949	9	
2037	3950	1	
82	3951	3	
8841	3952	13	
7975	3953	9	
7619	3954	21	
4960	3955	31	
6571	3956	10	
1207	3957	18	
9019	3958	3	
4407	3959	8	
3123	3960	12	
3426	3961	26	
4676	3962	14	
8020	3963	1	
7302	3964	24	
5833	3965	11	
2957	3966	9	
6824	3967	14	
612	3968	12	
1665	3969	18	
6350	3970	7	
6443	3971	12	
1793	3972	5	
6070	3973	2	
2506	3974	7	
3334	3975	40	
7144	3976	13	
8463	3977	5	
3317	3978	30	
4683	3979	3	
2824	3980	4	
3942	3981	8	
1217	3982	24	
6109	3983	31	
500	3984	5	
4409	3985	9	
1291	3986	14	
8308	3987	4	
9076	3988	11	
9478	3989	8	
1545	3990	5	
4304	3991	14	
395	3992	13	
2351	3993	14	
1628	3994	16	
8973	3995	13	
9913	3996	10	
1802	3997	14	
9038	3998	11	
3300	3999	24	
4406	4000	8	
576	4001	9	
6040	4002	10	
8103	4003	45	
5666	4004	20	
2524	4005	5	
2088	4006	7	
7102	4007	5	
9634	4008	2	
1549	4009	10	
5188	4010	3	
637	4011	21	
2318	4012	6	
3579	4013	16	
3927	4014	11	
2413	4015	22	
7886	4016	9	
5967	4017	17	
9240	4018	24	
5788	4019	7	
8634	4020	16	
3948	4021	13	
1369	4022	4	
4299	4023	5	
7409	4024	28	
2474	4025	1	
6035	4026	8	
9973	4027	11	
2579	4028	2	
5693	4029	13	
7617	4030	1	
4220	4031	14	
5614	4032	3	
3512	4033	8	
5883	4034	23	
3938	4035	10	
2995	4036	4	
2864	4037	5	
2817	4038	15	
1375	4039	18	
8220	4040	7	
4470	4041	14	
8269	4042	27	
1066	4043	1	
7290	4044	7	
4833	4045	10	
8907	4046	12	
9701	4047	2	
3650	4048	4	
2376	4049	12	
9313	4050	11	
650	4051	9	
7448	4052	7	
8724	4053	6	
9314	4054	12	
1252	4055	9	
7243	4056	8	
5441	4057	6	
1032	4058	4	
484	4059	12	
4708	4060	10	
5402	4061	19	
7529	4062	2	
1642	4063	10	
3111	4064	7	
4714	4065	7	
642	4066	13	
4696	4067	3	
6730	4068	8	
4906	4069	32	
388	4070	8	
921	4071	17	
8121	4072	21	
6376	4073	10	
6095	4074	7	
5833	4075	1	
1486	4076	6	
7666	4077	16	
202	4078	11	
7384	4079	2	
8316	4080	4	
5199	4081	15	
5566	4082	10	
5091	4083	34	
1087	4084	12	
9782	4085	4	
9707	4086	2	
9702	4087	2	
4133	4088	21	
9528	4089	21	
752	4090	8	
7550	4091	6	
2580	4092	9	
8225	4093	9	
3404	4094	18	
9344	4095	9	
3806	4096	4	
1882	4097	12	
6814	4098	12	
7984	4099	8	
4131	4100	16	
4492	4101	14	
8964	4102	22	
5027	4103	8	
42	4104	15	
9101	4105	13	
410	4106	19	
2228	4107	10	
180	4108	39	
380	4109	21	
2579	4110	3	
4677	4111	12	
4000	4112	6	
5772	4113	2	
2391	4114	4	
1841	4115	5	
2649	4116	6	
2873	4117	1	
1912	4118	29	
184	4119	8	
2696	4120	25	
6415	4121	9	
3115	4122	12	
4959	4123	17	
1327	4124	8	
2077	4125	9	
7261	4126	25	
6273	4127	10	
3221	4128	14	
1806	4129	3	
2308	4130	2	
3956	4131	17	
9326	4132	12	
6651	4133	8	
4023	4134	3	
8586	4135	9	
8653	4136	12	
2031	4137	5	
3811	4138	18	
5294	4139	1	
1237	4140	7	
5281	4141	15	
9663	4142	1	
105	4143	4	
1557	4144	40	
4833	4145	4	
5336	4146	29	
6689	4147	24	
6253	4148	15	
2770	4149	1	
8389	4150	24	
929	4151	3	
4365	4152	14	
6131	4153	1	
2864	4154	2	
7326	4155	5	
9659	4156	19	
6905	4157	2	
4220	4158	26	
4216	4159	17	
9482	4160	10	
6713	4161	4	
5848	4162	9	
4584	4163	15	
9095	4164	8	
1792	4165	6	
6594	4166	20	
7132	4167	8	
7039	4168	5	
8545	4169	25	
8510	4170	15	
9725	4171	41	
4046	4172	15	
4737	4173	3	
3195	4174	13	
3834	4175	28	
1947	4176	6	
8705	4177	9	
2008	4178	9	
2330	4179	5	
7881	4180	16	
5383	4181	7	
8552	4182	5	
9798	4183	6	
7046	4184	30	
9097	4185	14	
5548	4186	10	
3600	4187	21	
7903	4188	35	
9	4189	1	
3859	4190	7	
6583	4191	12	
8220	4192	4	
2210	4193	18	
9090	4194	10	
4523	4195	5	
2315	4196	16	
1778	4197	16	
6329	4198	81	
8077	4199	17	
2251	4200	19	
1301	4201	4	
3347	4202	1	
9732	4203	6	
2283	4204	8	
5454	4205	18	
7345	4206	36	
6826	4207	11	
7955	4208	9	
1641	4209	11	
3507	4210	6	
7978	4211	13	
5142	4212	15	
8987	4213	14	
6500	4214	4	
8522	4215	7	
2780	4216	8	
5971	4217	31	
7633	4218	21	
9184	4219	7	
2610	4220	19	
5214	4221	14	
579	4222	2	
203	4223	12	
8098	4224	13	
5461	4225	28	
3953	4226	11	
308	4227	9	
5127	4228	11	
396	4229	10	
6277	4230	1	
4180	4231	23	
1237	4232	15	
8415	4233	13	
4756	4234	4	
6770	4235	38	
5547	4236	2	
9348	4237	22	
5612	4238	14	
2367	4239	1	
6836	4240	16	
592	4241	8	
124	4242	16	
2168	4243	10	
5027	4244	2	
4230	4245	26	
8007	4246	9	
4903	4247	11	
9326	4248	12	
7366	4249	2	
3368	4250	17	
2081	4251	14	
3835	4252	2	
8440	4253	30	
6083	4254	2	
9455	4255	5	
4242	4256	7	
3471	4257	3	
553	4258	8	
4743	4259	1	
9547	4260	7	
7035	4261	7	
3796	4262	2	
1234	4263	9	
5038	4264	9	
7751	4265	2	
2947	4266	21	
976	4267	36	
6044	4268	12	
7717	4269	16	
4272	4270	3	
7102	4271	30	
1549	4272	14	
1158	4273	19	
6399	4274	6	
7097	4275	23	
8732	4276	11	
2115	4277	14	
5194	4278	12	
442	4279	15	
7749	4280	10	
3849	4281	1	
2695	4282	23	
8785	4283	8	
4580	4284	4	
2937	4285	10	
5492	4286	14	
1732	4287	13	
4795	4288	1	
6519	4289	8	
5553	4290	11	
4176	4291	18	
873	4292	12	
7708	4293	22	
7711	4294	31	
506	4295	14	
1839	4296	18	
9203	4297	7	
4849	4298	6	
8100	4299	12	
9305	4300	12	
1279	4301	39	
6965	4302	19	
4889	4303	24	
4182	4304	4	
7599	4305	14	
3917	4306	7	
9491	4307	11	
1586	4308	32	
6341	4309	16	
6969	4310	2	
5212	4311	8	
1463	4312	40	
8320	4313	11	
6749	4314	12	
5546	4315	14	
9996	4316	24	
1487	4317	19	
923	4318	11	
4164	4319	8	
4236	4320	37	
5415	4321	1	
2202	4322	9	
5205	4323	6	
8174	4324	3	
777	4325	10	
2198	4326	9	
1943	4327	3	
4107	4328	6	
3792	4329	9	
2043	4330	5	
6599	4331	13	
2180	4332	21	
6535	4333	20	
7261	4334	19	
1650	4335	7	
2250	4336	19	
8287	4337	15	
8383	4338	5	
479	4339	8	
1292	4340	21	
1583	4341	28	
9251	4342	14	
2031	4343	25	
4213	4344	14	
2821	4345	11	
2890	4346	9	
982	4347	1	
450	4348	13	
5929	4349	3	
8859	4350	6	
1450	4351	20	
3816	4352	13	
7137	4353	14	
7323	4354	12	
4033	4355	2	
6497	4356	4	
2057	4357	55	
9938	4358	7	
940	4359	47	
7421	4360	25	
6096	4361	6	
1327	4362	20	
7837	4363	14	
6091	4364	3	
4173	4365	7	
4056	4366	3	
7419	4367	2	
3886	4368	17	
3298	4369	4	
7262	4370	14	
4474	4371	5	
710	4372	6	
1991	4373	11	
873	4374	3	
5531	4375	2	
945	4376	18	
5915	4377	6	
1722	4378	2	
9589	4379	9	
9669	4380	30	
7107	4381	1	
790	4382	14	
5457	4383	12	
3190	4384	1	
5418	4385	4	
7293	4386	12	
4505	4387	8	
5439	4388	25	
1440	4389	33	
4147	4390	32	
1905	4391	13	
146	4392	9	
4400	4393	5	
3168	4394	29	
2072	4395	17	
1367	4396	5	
6278	4397	23	
9106	4398	1	
8978	4399	42	
2055	4400	10	
7026	4401	1	
5823	4402	1	
6579	4403	11	
6711	4404	3	
8546	4405	7	
4668	4406	5	
7601	4407	6	
7617	4408	2	
1918	4409	8	
9548	4410	7	
6647	4411	3	
3763	4412	20	
7593	4413	4	
4184	4414	40	
2005	4415	17	
9836	4416	8	
7007	4417	10	
1011	4418	23	
6142	4419	15	
7272	4420	13	
3937	4421	7	
21	4422	18	
5553	4423	15	
8929	4424	10	
2404	4425	27	
7048	4426	10	
9918	4427	14	
2872	4428	6	
7523	4429	15	
566	4430	11	
9392	4431	29	
943	4432	2	
9003	4433	21	
3748	4434	8	
9010	4435	13	
3066	4436	4	
7445	4437	7	
3873	4438	12	
2037	4439	16	
8575	4440	11	
5551	4441	19	
2589	4442	6	
836	4443	15	
4497	4444	19	
5314	4445	15	
9884	4446	28	
8133	4447	3	
4712	4448	18	
4045	4449	4	
9023	4450	6	
3517	4451	9	
5157	4452	1	
312	4453	5	
4742	4454	20	
6987	4455	16	
7106	4456	27	
2995	4457	4	
9203	4458	4	
3620	4459	5	
6154	4460	16	
417	4461	2	
5515	4462	5	
5028	4463	8	
839	4464	63	
1015	4465	51	
961	4466	57	
5827	4467	7	
5439	4468	1	
6910	4469	21	
8456	4470	5	
4870	4471	15	
5238	4472	3	
2848	4473	18	
1553	4474	4	
4313	4475	5	
400	4476	11	
1657	4477	10	
183	4478	15	
3704	4479	1	
9928	4480	20	
1018	4481	3	
9438	4482	12	
6894	4483	5	
6032	4484	18	
1902	4485	25	
2456	4486	3	
2082	4487	5	
6285	4488	38	
7603	4489	22	
3495	4490	10	
3427	4491	14	
8463	4492	16	
1481	4493	33	
4828	4494	8	
3180	4495	18	
7207	4496	5	
1969	4497	18	
2155	4498	28	
5074	4499	17	
5968	4500	10	
1854	4501	26	
9510	4502	14	
2443	4503	1	
984	4504	14	
5272	4505	9	
8929	4506	1	
6173	4507	8	
2818	4508	6	
7662	4509	25	
7017	4510	4	
28	4511	20	
3266	4512	11	
7871	4513	8	
1093	4514	4	
9678	4515	23	
6284	4516	2	
8026	4517	4	
8756	4518	8	
1421	4519	15	
5407	4520	2	
7179	4521	4	
4149	4522	2	
5140	4523	24	
6530	4524	2	
5467	4525	13	
6467	4526	32	
1190	4527	13	
8553	4528	4	
503	4529	11	
9716	4530	3	
7123	4531	23	
9793	4532	19	
2395	4533	10	
2767	4534	7	
3315	4535	34	
5019	4536	10	
3595	4537	16	
70	4538	14	
4768	4539	4	
5933	4540	25	
895	4541	4	
499	4542	11	
2959	4543	2	
8432	4544	5	
9943	4545	8	
4842	4546	22	
7006	4547	14	
4549	4548	22	
4990	4549	7	
1319	4550	11	
2334	4551	17	
9468	4552	2	
3780	4553	13	
1411	4554	26	
5780	4555	14	
2763	4556	15	
9551	4557	16	
4208	4558	8	
353	4559	32	
2715	4560	2	
7426	4561	8	
3609	4562	12	
3255	4563	12	
5948	4564	13	
7228	4565	11	
5365	4566	12	
27	4567	5	
3531	4568	7	
8527	4569	8	
4392	4570	3	
1142	4571	35	
6342	4572	36	
1611	4573	13	
296	4574	3	
9413	4575	1	
4927	4576	30	
8332	4577	28	
9116	4578	18	
192	4579	15	
9803	4580	1	
7325	4581	4	
9428	4582	20	
9137	4583	8	
1380	4584	6	
4387	4585	9	
7015	4586	3	
5478	4587	18	
499	4588	12	
2525	4589	8	
5826	4590	8	
823	4591	7	
2127	4592	13	
308	4593	4	
9236	4594	7	
4872	4595	21	
1048	4596	11	
3713	4597	5	
2503	4598	9	
2634	4599	36	
6128	4600	8	
2619	4601	11	
4715	4602	1	
7100	4603	2	
5736	4604	17	
5142	4605	21	
977	4606	16	
9203	4607	14	
2374	4608	33	
571	4609	13	
2855	4610	25	
881	4611	35	
5377	4612	21	
9326	4613	10	
9407	4614	8	
8872	4615	12	
1501	4616	36	
4749	4617	8	
8415	4618	13	
3434	4619	17	
6007	4620	13	
8953	4621	5	
5032	4622	1	
6586	4623	14	
1683	4624	14	
1882	4625	13	
3950	4626	20	
9556	4627	2	
863	4628	22	
7433	4629	10	
4942	4630	13	
4178	4631	9	
1770	4632	3	
4702	4633	17	
6513	4634	35	
5494	4635	4	
5183	4636	4	
7059	4637	17	
5254	4638	15	
1812	4639	13	
9809	4640	30	
8014	4641	30	
7800	4642	8	
199	4643	26	
6242	4644	38	
4132	4645	11	
1961	4646	8	
6639	4647	27	
4025	4648	9	
4650	4649	12	
2191	4650	12	
5284	4651	13	
4723	4652	16	
6018	4653	16	
56	4654	22	
3386	4655	11	
7220	4656	3	
1199	4657	12	
8586	4658	6	
3238	4659	2	
9235	4660	12	
7152	4661	31	
4477	4662	10	
1771	4663	4	
7300	4664	7	
9812	4665	2	
2524	4666	17	
9953	4667	10	
9700	4668	11	
6440	4669	2	
6053	4670	1	
2810	4671	4	
4215	4672	39	
1573	4673	1	
7013	4674	14	
1608	4675	5	
7449	4676	6	
4424	4677	2	
7228	4678	13	
4594	4679	7	
7268	4680	8	
2716	4681	35	
7826	4682	16	
7771	4683	4	
9552	4684	21	
2570	4685	1	
4382	4686	12	
3684	4687	5	
8756	4688	2	
4916	4689	15	
5170	4690	24	
6922	4691	9	
4603	4692	17	
8013	4693	22	
3950	4694	7	
4668	4695	7	
2489	4696	8	
7244	4697	47	
4282	4698	1	
405	4699	1	
7865	4700	4	
9520	4701	8	
6346	4702	5	
8362	4703	1	
8518	4704	13	
7947	4705	5	
9976	4706	20	
6897	4707	15	
7192	4708	3	
6794	4709	11	
180	4710	11	
3916	4711	22	
3602	4712	17	
4705	4713	10	
7167	4714	11	
3391	4715	16	
2067	4716	17	
7216	4717	18	
3924	4718	8	
4657	4719	20	
9928	4720	11	
423	4721	26	
6408	4722	21	
3956	4723	3	
4297	4724	5	
5788	4725	3	
7986	4726	25	
4277	4727	22	
2707	4728	6	
4444	4729	5	
2122	4730	7	
9946	4731	38	
8661	4732	9	
1614	4733	22	
2887	4734	6	
6579	4735	22	
2690	4736	9	
8164	4737	1	
6436	4738	16	
1181	4739	13	
9950	4740	21	
777	4741	10	
492	4742	5	
644	4743	4	
4119	4744	5	
2666	4745	21	
8811	4746	8	
9904	4747	7	
1467	4748	25	
6440	4749	2	
2503	4750	21	
1137	4751	9	
6857	4752	7	
5258	4753	42	
614	4754	53	
7690	4755	7	
7474	4756	9	
4606	4757	19	
8478	4758	11	
6722	4759	21	
9962	4760	8	
4856	4761	16	
1476	4762	7	
2094	4763	13	
1895	4764	5	
1963	4765	10	
3909	4766	32	
866	4767	5	
4703	4768	9	
7061	4769	13	
5818	4770	24	
7871	4771	17	
7857	4772	15	
8110	4773	10	
4792	4774	23	
4278	4775	31	
7175	4776	27	
6064	4777	3	
3764	4778	16	
4435	4779	10	
4570	4780	8	
7052	4781	1	
32	4782	10	
9340	4783	6	
4485	4784	4	
1933	4785	1	
7013	4786	5	
1038	4787	30	
4701	4788	27	
6843	4789	7	
3136	4790	36	
5710	4791	14	
6485	4792	6	
2743	4793	15	
8130	4794	8	
2153	4795	11	
9818	4796	21	
7399	4797	8	
1008	4798	19	
679	4799	19	
9371	4800	12	
2587	4801	34	
1326	4802	3	
9971	4803	10	
4382	4804	11	
6723	4805	20	
1168	4806	1	
4836	4807	5	
7676	4808	5	
8677	4809	10	
1853	4810	8	
4943	4811	19	
3314	4812	38	
9952	4813	26	
3168	4814	8	
8470	4815	9	
1764	4816	14	
6097	4817	3	
569	4818	11	
6313	4819	15	
2478	4820	11	
6324	4821	14	
5258	4822	3	
8404	4823	5	
5176	4824	14	
3419	4825	4	
9034	4826	19	
4323	4827	4	
9138	4828	2	
2192	4829	11	
6806	4830	17	
