u	v	w
6694	1685	16	
6343	1686	8	
6987	1687	2	
3391	1688	5	
507	1689	10	
7299	1690	22	
2878	1691	12	
2542	1692	6	
5039	1693	14	
174	1694	7	
3766	1695	10	
2467	1696	19	
1542	1697	21	
5102	1698	8	
7387	1699	5	
5265	1700	9	
5462	1701	1	
354	1702	13	
237	1703	17	
5634	1704	8	
3549	1705	11	
204	1706	9	
4398	1707	5	
651	1708	13	
2256	1709	7	
3326	1710	6	
7673	1711	17	
3802	1712	36	
2415	1713	16	
4663	1714	9	
1668	1715	10	
9553	1716	29	
733	1717	24	
3151	1718	6	
6902	1719	24	
4886	1720	2	
2205	1721	1	
8471	1722	13	
5575	1723	9	
8794	1724	5	
7824	1725	2	
5614	1726	6	
7071	1727	10	
917	1728	22	
7242	1729	11	
4930	1730	7	
9798	1731	12	
1708	1732	19	
9575	1733	15	
2832	1734	41	
8954	1735	24	
9335	1736	3	
8017	1737	5	
8087	1738	21	
1721	1739	3	
7778	1740	10	
2790	1741	6	
2033	1742	23	
865	1743	12	
294	1744	4	
8289	1745	33	
6402	1746	8	
6643	1747	1	
3426	1748	67	
7696	1749	30	
8187	1750	12	
9676	1751	3	
34	1752	13	
6922	1753	10	
8154	1754	20	
1066	1755	10	
5676	1756	10	
209	1757	27	
3353	1758	19	
1602	1759	6	
8135	1760	10	
5128	1761	40	
9920	1762	9	
6491	1763	5	
307	1764	12	
6669	1765	16	
8449	1766	30	
441	1767	23	
8949	1768	7	
479	1769	8	
7280	1770	13	
4213	1771	8	
869	1772	14	
1346	1773	13	
8813	1774	1	
3831	1775	17	
1429	1776	2	
9301	1777	19	
2749	1778	11	
7688	1779	12	
3254	1780	7	
655	1781	16	
3610	1782	1	
6870	1783	36	
8945	1784	4	
6488	1785	7	
7185	1786	9	
2126	1787	5	
5170	1788	5	
374	1789	7	
3499	1790	11	
9399	1791	22	
8342	1792	4	
9991	1793	12	
2512	1794	7	
3134	1795	10	
5563	1796	8	
391	1797	9	
9992	1798	13	
7749	1799	1	
1034	1800	5	
7314	1801	14	
7039	1802	9	
2308	1803	25	
8333	1804	9	
8179	1805	59	
9695	1806	6	
4114	1807	14	
4183	1808	6	
2047	1809	4	
400	1810	11	
7652	1811	5	
1752	1812	2	
3609	1813	4	
5024	1814	17	
6777	1815	3	
2154	1816	7	
3512	1817	7	
7523	1818	11	
9916	1819	9	
503	1820	16	
5203	1821	17	
2456	1822	29	
9764	1823	10	
1759	1824	1	
7372	1825	8	
3199	1826	17	
6748	1827	16	
5703	1828	17	
3600	1829	8	
1681	1830	13	
4244	1831	4	
6773	1832	14	
9544	1833	6	
2259	1834	8	
9062	1835	14	
7696	1836	15	
4961	1837	5	
2120	1838	4	
6659	1839	4	
7123	1840	41	
271	1841	11	
3958	1842	4	
4621	1843	5	
468	1844	33	
4931	1845	4	
1580	1846	10	
1112	1847	28	
5304	1848	2	
1088	1849	24	
4856	1850	4	
3823	1851	14	
2197	1852	17	
4669	1853	18	
2403	1854	4	
7375	1855	17	
552	1856	20	
4563	1857	21	
6571	1858	11	
6342	1859	8	
7939	1860	39	
1415	1861	2	
1446	1862	12	
4444	1863	17	
2988	1864	9	
6397	1865	17	
3362	1866	11	
7307	1867	25	
1587	1868	9	
1905	1869	60	
4653	1870	3	
199	1871	2	
2051	1872	10	
9137	1873	24	
843	1874	9	
3263	1875	30	
7725	1876	3	
576	1877	22	
5372	1878	17	
7554	1879	7	
1293	1880	4	
1684	1881	20	
9894	1882	22	
513	1883	5	
2224	1884	26	
5943	1885	9	
3846	1886	18	
9571	1887	7	
1473	1888	1	
8585	1889	9	
4427	1890	15	
3353	1891	12	
8966	1892	10	
5736	1893	33	
4905	1894	11	
4246	1895	7	
6836	1896	7	
5786	1897	5	
7297	1898	14	
1293	1899	28	
6371	1900	9	
5949	1901	4	
4966	1902	9	
6197	1903	5	
5121	1904	6	
6008	1905	12	
353	1906	13	
3536	1907	2	
6402	1908	4	
682	1909	48	
2532	1910	14	
4638	1911	16	
7549	1912	5	
8652	1913	3	
7461	1914	3	
214	1915	27	
6832	1916	9	
1493	1917	9	
9539	1918	7	
981	1919	4	
6083	1920	22	
153	1921	13	
9812	1922	22	
2374	1923	29	
2440	1924	22	
2260	1925	1	
5734	1926	6	
8690	1927	3	
2903	1928	8	
2597	1929	21	
3910	1930	1	
1359	1931	5	
4823	1932	15	
2398	1933	1	
5690	1934	20	
4868	1935	1	
5756	1936	1	
9304	1937	17	
5034	1938	9	
8207	1939	11	
4915	1940	14	
8081	1941	17	
926	1942	7	
6955	1943	11	
3270	1944	19	
904	1945	15	
1947	1946	31	
6273	1947	5	
3034	1948	22	
1673	1949	2	
4422	1950	4	
2157	1951	42	
4	1952	1	
1574	1953	15	
3637	1954	5	
4803	1955	6	
2934	1956	19	
433	1957	10	
5301	1958	3	
9645	1959	5	
7480	1960	10	
6728	1961	4	
6191	1962	6	
5257	1963	8	
5706	1964	5	
6279	1965	14	
4678	1966	7	
3267	1967	5	
506	1968	8	
887	1969	8	
7706	1970	7	
6006	1971	17	
4382	1972	7	
951	1973	4	
6396	1974	12	
5472	1975	1	
7564	1976	22	
7062	1977	8	
4419	1978	21	
3642	1979	2	
5094	1980	2	
5719	1981	12	
3637	1982	24	
5088	1983	40	
5639	1984	3	
6545	1985	33	
1021	1986	12	
5232	1987	24	
4925	1988	11	
3866	1989	24	
6285	1990	9	
5440	1991	12	
3096	1992	19	
2806	1993	7	
4797	1994	19	
195	1995	26	
2384	1996	24	
7107	1997	16	
7067	1998	38	
2305	1999	21	
7167	2000	28	
9992	2001	60	
313	2002	22	
1419	2003	20	
8377	2004	5	
6721	2005	2	
7807	2006	16	
3546	2007	8	
8857	2008	8	
4586	2009	15	
3358	2010	30	
4665	2011	6	
6112	2012	17	
4834	2013	15	
2819	2014	12	
6224	2015	8	
2574	2016	21	
9661	2017	10	
2911	2018	6	
6798	2019	12	
1231	2020	20	
662	2021	2	
5213	2022	6	
2481	2023	45	
4128	2024	2	
1791	2025	25	
2169	2026	6	
1819	2027	18	
8853	2028	21	
3567	2029	20	
4898	2030	9	
3125	2031	8	
5853	2032	2	
6784	2033	3	
11	2034	13	
1634	2035	17	
3866	2036	3	
7900	2037	1	
8249	2038	20	
7421	2039	7	
7605	2040	15	
3804	2041	6	
8745	2042	18	
9584	2043	17	
1032	2044	3	
8589	2045	25	
7971	2046	17	
4442	2047	3	
791	2048	10	
912	2049	12	
9734	2050	27	
5851	2051	7	
5215	2052	13	
7393	2053	15	
5535	2054	8	
237	2055	2	
7662	2056	15	
7881	2057	4	
744	2058	8	
9119	2059	6	
5361	2060	17	
7867	2061	16	
5492	2062	9	
4849	2063	1	
5588	2064	12	
9509	2065	25	
4981	2066	15	
8629	2067	20	
5229	2068	5	
1144	2069	19	
3277	2070	4	
3951	2071	26	
5967	2072	14	
8260	2073	5	
3681	2074	9	
8629	2075	7	
7959	2076	4	
7827	2077	8	
1535	2078	45	
6346	2079	24	
5364	2080	17	
3741	2081	22	
4127	2082	3	
1174	2083	28	
3181	2084	7	
4705	2085	11	
8026	2086	7	
6805	2087	13	
3773	2088	10	
6733	2089	8	
4736	2090	13	
7209	2091	13	
6302	2092	1	
2493	2093	25	
6863	2094	1	
7475	2095	10	
4300	2096	5	
8809	2097	4	
6938	2098	49	
6418	2099	8	
7363	2100	11	
1061	2101	10	
3438	2102	6	
8979	2103	15	
1812	2104	21	
3160	2105	18	
9077	2106	3	
1557	2107	10	
9081	2108	7	
7304	2109	14	
4856	2110	1	
3318	2111	9	
8613	2112	1	
1038	2113	11	
3045	2114	30	
9183	2115	12	
3181	2116	8	
5081	2117	2	
2654	2118	14	
9271	2119	8	
606	2120	15	
8524	2121	23	
1755	2122	5	
6060	2123	17	
1627	2124	12	
2752	2125	10	
8376	2126	22	
5199	2127	1	
5619	2128	8	
4620	2129	17	
825	2130	5	
2141	2131	23	
9553	2132	5	
7923	2133	13	
6142	2134	13	
7932	2135	27	
6097	2136	8	
4170	2137	4	
3779	2138	12	
847	2139	18	
1906	2140	15	
371	2141	16	
3229	2142	8	
8768	2143	9	
6833	2144	2	
4032	2145	5	
6223	2146	3	
2847	2147	9	
5914	2148	5	
9562	2149	5	
5209	2150	20	
41	2151	2	
3521	2152	15	
367	2153	2	
5649	2154	7	
4678	2155	2	
3026	2156	5	
3975	2157	5	
2186	2158	34	
1732	2159	13	
2361	2160	13	
1953	2161	11	
6655	2162	7	
5059	2163	2	
7402	2164	10	
289	2165	4	
1461	2166	4	
7110	2167	2	
5583	2168	8	
6857	2169	3	
9104	2170	8	
9104	2171	20	
3151	2172	12	
3952	2173	11	
3499	2174	9	
3372	2175	17	
2355	2176	6	
9487	2177	8	
7650	2178	2	
1628	2179	20	
9052	2180	10	
9008	2181	15	
9000	2182	9	
1188	2183	19	
8047	2184	12	
3368	2185	17	
230	2186	8	
4433	2187	33	
3554	2188	28	
9759	2189	20	
2953	2190	2	
4396	2191	4	
5675	2192	16	
366	2193	28	
3419	2194	14	
655	2195	3	
6908	2196	38	
281	2197	13	
3727	2198	11	
2369	2199	3	
4596	2200	17	
6948	2201	6	
5391	2202	2	
9750	2203	14	
5580	2204	4	
5825	2205	6	
1431	2206	12	
9615	2207	7	
8267	2208	15	
9430	2209	20	
2671	2210	13	
6193	2211	13	
1258	2212	6	
7463	2213	6	
928	2214	10	
4394	2215	12	
2575	2216	16	
5364	2217	22	
1053	2218	15	
9713	2219	10	
4215	2220	6	
4051	2221	5	
9125	2222	14	
8798	2223	40	
4982	2224	16	
2341	2225	7	
9968	2226	6	
8047	2227	15	
5870	2228	7	
1763	2229	30	
2716	2230	4	
9576	2231	10	
2540	2232	41	
851	2233	9	
7592	2234	7	
561	2235	1	
1931	2236	3	
8738	2237	17	
798	2238	10	
600	2239	14	
8579	2240	7	
5631	2241	21	
1	2242	17	
9924	2243	20	
7693	2244	24	
8397	2245	5	
3094	2246	25	
2809	2247	10	
3087	2248	6	
1752	2249	17	
5818	2250	6	
4892	2251	8	
6326	2252	14	
7903	2253	9	
9189	2254	3	
2995	2255	8	
3643	2256	21	
392	2257	30	
5512	2258	23	
7854	2259	15	
2527	2260	11	
3517	2261	22	
7861	2262	8	
1135	2263	16	
6739	2264	8	
2570	2265	5	
3649	2266	19	
2148	2267	12	
2811	2268	23	
2500	2269	4	
5224	2270	17	
3483	2271	12	
910	2272	1	
4130	2273	9	
6430	2274	27	
2893	2275	20	
1718	2276	9	
6564	2277	13	
3750	2278	13	
8588	2279	13	
6207	2280	17	
9419	2281	26	
2370	2282	7	
4100	2283	6	
3015	2284	11	
3549	2285	3	
3962	2286	2	
4505	2287	16	
9738	2288	18	
4049	2289	5	
3776	2290	26	
5745	2291	33	
9459	2292	9	
2662	2293	3	
9796	2294	18	
463	2295	3	
5162	2296	8	
6603	2297	13	
4331	2298	24	
4195	2299	36	
51	2300	6	
9854	2301	19	
9188	2302	55	
2552	2303	14	
2086	2304	12	
9939	2305	1	
9228	2306	16	
7837	2307	3	
9465	2308	4	
6400	2309	7	
5425	2310	6	
250	2311	13	
8291	2312	1	
869	2313	4	
9721	2314	17	
4869	2315	11	
8926	2316	17	
8916	2317	19	
8785	2318	8	
3579	2319	1	
9660	2320	17	
2574	2321	2	
7334	2322	27	
7090	2323	2	
8415	2324	27	
2648	2325	7	
9296	2326	4	
82	2327	2	
7250	2328	27	
6249	2329	5	
6315	2330	12	
7718	2331	18	
5230	2332	1	
3415	2333	9	
5437	2334	9	
3118	2335	4	
4279	2336	23	
3869	2337	7	
7585	2338	27	
6527	2339	30	
1469	2340	9	
394	2341	5	
8977	2342	7	
8143	2343	7	
1949	2344	10	
5373	2345	2	
2710	2346	2	
9650	2347	1	
8969	2348	5	
4257	2349	1	
7141	2350	13	
6660	2351	2	
1568	2352	15	
7964	2353	5	
1796	2354	10	
4496	2355	4	
6059	2356	25	
7596	2357	19	
3506	2358	4	
4423	2359	18	
3326	2360	23	
1133	2361	5	
453	2362	7	
2059	2363	10	
4804	2364	7	
4105	2365	1	
7570	2366	4	
4825	2367	21	
2210	2368	24	
8073	2369	11	
4680	2370	6	
4081	2371	15	
9375	2372	29	
9046	2373	17	
4656	2374	4	
8895	2375	5	
1114	2376	11	
6841	2377	16	
6250	2378	8	
1188	2379	10	
3946	2380	6	
2711	2381	1	
5515	2382	17	
288	2383	10	
7190	2384	1	
4237	2385	16	
7565	2386	3	
6306	2387	10	
3701	2388	13	
5201	2389	9	
2675	2390	16	
6777	2391	8	
5232	2392	6	
8854	2393	13	
7912	2394	6	
3812	2395	9	
5591	2396	21	
9100	2397	16	
1086	2398	8	
7603	2399	2	
3420	2400	2	
6517	2401	18	
5400	2402	21	
4437	2403	1	
5593	2404	3	
3642	2405	14	
9194	2406	15	
3774	2407	4	
1539	2408	13	
7305	2409	4	
562	2410	44	
3684	2411	23	
3800	2412	10	
3635	2413	4	
7534	2414	7	
9687	2415	7	
3140	2416	38	
4962	2417	20	
4011	2418	18	
4662	2419	1	
6607	2420	9	
8235	2421	17	
3707	2422	4	
7088	2423	11	
2307	2424	10	
2284	2425	7	
2732	2426	17	
6374	2427	11	
9835	2428	13	
1206	2429	17	
5424	2430	3	
9537	2431	10	
3070	2432	14	
6854	2433	10	
9733	2434	5	
241	2435	6	
6455	2436	17	
5391	2437	7	
208	2438	9	
8548	2439	15	
2481	2440	1	
5272	2441	15	
8812	2442	10	
6359	2443	14	
4723	2444	12	
2022	2445	6	
5271	2446	12	
2818	2447	3	
6780	2448	8	
8867	2449	18	
876	2450	6	
7755	2451	42	
9019	2452	1	
4211	2453	14	
728	2454	37	
6820	2455	6	
1839	2456	3	
6823	2457	20	
8386	2458	8	
1203	2459	24	
2767	2460	3	
627	2461	5	
59	2462	11	
623	2463	2	
9524	2464	4	
5966	2465	10	
5593	2466	14	
504	2467	20	
902	2468	24	
6626	2469	29	
139	2470	10	
8203	2471	27	
2875	2472	6	
1500	2473	11	
1069	2474	4	
4205	2475	19	
3909	2476	13	
837	2477	16	
9288	2478	7	
3355	2479	21	
7997	2480	19	
8592	2481	10	
2951	2482	15	
6776	2483	15	
6018	2484	34	
830	2485	22	
9960	2486	12	
2192	2487	23	
8887	2488	36	
6191	2489	13	
3461	2490	4	
4668	2491	8	
4600	2492	10	
1740	2493	22	
8239	2494	1	
9102	2495	17	
6005	2496	11	
5596	2497	7	
7316	2498	11	
5235	2499	22	
1419	2500	24	
3141	2501	22	
7559	2502	6	
146	2503	6	
5877	2504	13	
4167	2505	43	
9709	2506	20	
4625	2507	18	
2725	2508	6	
6040	2509	4	
2920	2510	22	
6504	2511	6	
1260	2512	9	
5052	2513	11	
9520	2514	8	
2297	2515	5	
3664	2516	1	
487	2517	29	
4806	2518	2	
7764	2519	4	
2569	2520	15	
6299	2521	17	
7980	2522	5	
9775	2523	15	
2077	2524	15	
3631	2525	17	
8092	2526	15	
1589	2527	1	
2506	2528	7	
4435	2529	17	
7259	2530	13	
2185	2531	24	
5102	2532	13	
5596	2533	11	
1059	2534	18	
7032	2535	1	
4959	2536	10	
1197	2537	8	
2007	2538	8	
6288	2539	10	
5407	2540	10	
8226	2541	11	
7441	2542	11	
56	2543	14	
1444	2544	7	
5206	2545	14	
2555	2546	28	
7158	2547	4	
4504	2548	7	
8162	2549	1	
8404	2550	24	
2653	2551	6	
3206	2552	8	
649	2553	7	
5927	2554	17	
2440	2555	10	
3990	2556	3	
6682	2557	15	
6435	2558	12	
331	2559	41	
2029	2560	2	
9621	2561	21	
387	2562	28	
4645	2563	11	
2933	2564	22	
5461	2565	21	
9310	2566	2	
3569	2567	3	
8510	2568	20	
4929	2569	21	
639	2570	7	
5893	2571	2	
2878	2572	5	
7607	2573	5	
756	2574	1	
2160	2575	5	
3552	2576	28	
4236	2577	20	
8592	2578	5	
5052	2579	3	
6437	2580	8	
3702	2581	20	
7222	2582	18	
2539	2583	12	
520	2584	5	
2074	2585	13	
8301	2586	4	
2230	2587	11	
4140	2588	34	
838	2589	9	
5003	2590	20	
5719	2591	13	
7724	2592	14	
2549	2593	4	
5256	2594	3	
8170	2595	10	
2714	2596	23	
1085	2597	10	
2166	2598	8	
2163	2599	25	
1916	2600	18	
1123	2601	3	
9030	2602	18	
125	2603	15	
8308	2604	24	
4242	2605	2	
3333	2606	12	
2364	2607	3	
4901	2608	3	
7925	2609	1	
7940	2610	8	
658	2611	2	
1570	2612	19	
5751	2613	5	
5684	2614	13	
6191	2615	7	
8405	2616	17	
487	2617	20	
158	2618	20	
6856	2619	8	
960	2620	14	
2713	2621	10	
2502	2622	30	
4500	2623	1	
8104	2624	1	
3676	2625	6	
8206	2626	26	
5115	2627	2	
9620	2628	13	
5233	2629	22	
7427	2630	25	
7202	2631	30	
4470	2632	10	
3748	2633	20	
4583	2634	18	
9605	2635	12	
5851	2636	4	
249	2637	11	
9406	2638	8	
3344	2639	16	
9236	2640	6	
3517	2641	5	
4227	2642	9	
7403	2643	1	
1407	2644	2	
510	2645	7	
1564	2646	39	
3714	2647	21	
4792	2648	12	
9397	2649	1	
2719	2650	4	
5282	2651	17	
3215	2652	9	
6636	2653	7	
6663	2654	2	
9063	2655	24	
4132	2656	7	
360	2657	12	
6645	2658	41	
3900	2659	22	
8202	2660	11	
1752	2661	8	
9775	2662	21	
9812	2663	29	
6556	2664	21	
8962	2665	10	
8196	2666	15	
7334	2667	16	
8645	2668	6	
1017	2669	5	
5115	2670	28	
4007	2671	5	
2507	2672	18	
2115	2673	4	
9454	2674	3	
3262	2675	21	
5852	2676	12	
2130	2677	13	
6272	2678	12	
5176	2679	5	
5144	2680	15	
8779	2681	11	
2817	2682	4	
6256	2683	17	
2601	2684	20	
7816	2685	5	
462	2686	4	
4263	2687	5	
9332	2688	9	
150	2689	73	
2719	2690	12	
5481	2691	4	
7890	2692	9	
4077	2693	3	
3329	2694	26	
4229	2695	6	
170	2696	5	
3602	2697	38	
6075	2698	12	
1528	2699	13	
6590	2700	22	
6498	2701	7	
954	2702	2	
4110	2703	9	
6497	2704	16	
5706	2705	14	
9342	2706	14	
2990	2707	9	
2957	2708	13	
2218	2709	4	
4363	2710	17	
2110	2711	8	
286	2712	14	
6380	2713	3	
2084	2714	9	
6793	2715	12	
9934	2716	7	
4849	2717	6	
5655	2718	21	
4073	2719	11	
361	2720	14	
247	2721	14	
6581	2722	9	
671	2723	13	
5991	2724	11	
6146	2725	7	
1325	2726	12	
7377	2727	3	
9436	2728	1	
4054	2729	18	
4229	2730	4	
5155	2731	27	
5235	2732	10	
5259	2733	14	
2486	2734	47	
7101	2735	9	
921	2736	11	
7669	2737	1	
2225	2738	11	
5111	2739	2	
3508	2740	12	
3151	2741	10	
4670	2742	8	
3087	2743	7	
4826	2744	15	
7717	2745	8	
7029	2746	26	
4124	2747	26	
2594	2748	3	
1470	2749	15	
121	2750	20	
790	2751	15	
1424	2752	14	
807	2753	13	
8969	2754	28	
7268	2755	22	
4053	2756	3	
1338	2757	9	
371	2758	1	
3186	2759	12	
3634	2760	11	
7680	2761	21	
8529	2762	26	
8506	2763	15	
8181	2764	8	
5253	2765	11	
4498	2766	15	
2944	2767	8	
1747	2768	5	
2255	2769	11	
9774	2770	5	
2854	2771	4	
2815	2772	2	
4263	2773	3	
9977	2774	19	
838	2775	12	
3916	2776	20	
4919	2777	3	
1738	2778	13	
7960	2779	40	
79	2780	9	
9196	2781	4	
1181	2782	12	
3959	2783	30	
7351	2784	12	
304	2785	1	
2874	2786	10	
8177	2787	4	
7771	2788	32	
8718	2789	7	
9064	2790	10	
5160	2791	5	
5351	2792	23	
1051	2793	15	
4467	2794	16	
2163	2795	13	
145	2796	9	
4951	2797	16	
126	2798	22	
7469	2799	9	
5907	2800	26	
8475	2801	2	
965	2802	16	
3937	2803	18	
522	2804	31	
4142	2805	14	
5116	2806	9	
4856	2807	4	
6721	2808	2	
3631	2809	5	
2595	2810	10	
7822	2811	4	
4904	2812	15	
4117	2813	28	
1759	2814	30	
8879	2815	1	
3727	2816	8	
8169	2817	11	
43	2818	6	
7499	2819	4	
6403	2820	16	
669	2821	14	
1933	2822	15	
2812	2823	37	
3208	2824	10	
4568	2825	1	
4261	2826	4	
4690	2827	7	
5843	2828	18	
1234	2829	4	
5111	2830	9	
2975	2831	12	
5053	2832	15	
181	2833	14	
8529	2834	4	
5013	2835	4	
8118	2836	12	
4905	2837	7	
21	2838	42	
1338	2839	21	
5245	2840	30	
4211	2841	9	
7409	2842	14	
1519	2843	12	
7491	2844	28	
6597	2845	13	
9849	2846	1	
1825	2847	16	
7777	2848	12	
1949	2849	17	
5966	2850	18	
4363	2851	6	
6893	2852	3	
4134	2853	1	
6456	2854	11	
8362	2855	7	
3190	2856	2	
8890	2857	13	
7396	2858	11	
5342	2859	10	
1412	2860	28	
8170	2861	27	
3008	2862	13	
5840	2863	15	
2075	2864	3	
6282	2865	20	
9888	2866	11	
1913	2867	11	
8328	2868	14	
1294	2869	9	
1210	2870	6	
1553	2871	9	
5321	2872	11	
3520	2873	12	
9997	2874	10	
9035	2875	2	
7484	2876	20	
1312	2877	34	
7350	2878	9	
30	2879	23	
3874	2880	4	
1686	2881	11	
8194	2882	13	
3599	2883	1	
882	2884	7	
1566	2885	11	
7028	2886	9	
4458	2887	10	
503	2888	6	
6361	2889	2	
4259	2890	12	
6467	2891	9	
9045	2892	7	
9690	2893	33	
1914	2894	31	
1290	2895	13	
233	2896	4	
1849	2897	14	
986	2898	5	
1304	2899	24	
41	2900	10	
1300	2901	10	
3319	2902	6	
4569	2903	10	
2155	2904	13	
8904	2905	13	
8205	2906	27	
8651	2907	18	
2946	2908	10	
3007	2909	7	
6360	2910	1	
7141	2911	15	
6305	2912	21	
1925	2913	9	
3980	2914	1	
5129	2915	17	
3107	2916	19	
6533	2917	21	
7206	2918	19	
3527	2919	24	
54	2920	9	
3043	2921	14	
1989	2922	26	
8329	2923	11	
9562	2924	32	
7025	2925	14	
1231	2926	12	
4704	2927	24	
2535	2928	6	
9324	2929	15	
3909	2930	10	
7884	2931	35	
3124	2932	14	
6978	2933	24	
3165	2934	13	
637	2935	11	
9822	2936	1	
6376	2937	18	
1211	2938	3	
5556	2939	12	
6751	2940	26	
933	2941	14	
1140	2942	14	
6929	2943	8	
1083	2944	14	
3306	2945	22	
9596	2946	9	
2350	2947	15	
8149	2948	21	
5244	2949	3	
9039	2950	9	
7856	2951	2	
4392	2952	8	
4073	2953	12	
9502	2954	13	
5597	2955	7	
4665	2956	22	
6699	2957	18	
2040	2958	20	
3155	2959	17	
5058	2960	19	
409	2961	10	
7758	2962	15	
4002	2963	4	
3613	2964	12	
7700	2965	20	
5934	2966	15	
2227	2967	2	
7945	2968	10	
2187	2969	45	
9728	2970	5	
2717	2971	6	
843	2972	9	
5302	2973	46	
9235	2974	10	
1876	2975	6	
4437	2976	30	
1301	2977	26	
4943	2978	3	
8281	2979	8	
4229	2980	10	
3220	2981	3	
6777	2982	19	
8025	2983	16	
390	2984	15	
5063	2985	11	
6015	2986	14	
2421	2987	18	
5697	2988	20	
5580	2989	8	
8306	2990	15	
8780	2991	22	
1759	2992	2	
2080	2993	20	
5303	2994	4	
5793	2995	4	
8939	2996	13	
6855	2997	11	
9948	2998	33	
4098	2999	4	
6008	3000	28	
5086	3001	5	
6006	3002	21	
3111	3003	7	
293	3004	3	
9273	3005	7	
889	3006	21	
1892	3007	5	
6064	3008	1	
1870	3009	26	
2696	3010	10	
1323	3011	54	
8389	3012	17	
5654	3013	17	
2306	3014	22	
2407	3015	3	
8077	3016	22	
6181	3017	14	
6562	3018	20	
575	3019	3	
757	3020	16	
3313	3021	4	
105	3022	12	
7052	3023	10	
4417	3024	8	
4017	3025	4	
9225	3026	15	
2315	3027	10	
4928	3028	4	
7002	3029	15	
2750	3030	20	
2197	3031	42	
7842	3032	4	
5458	3033	5	
5032	3034	8	
7640	3035	3	
5708	3036	5	
2009	3037	15	
8057	3038	1	
3737	3039	11	
7941	3040	45	
1717	3041	9	
1247	3042	14	
9909	3043	6	
5797	3044	9	
5864	3045	12	
2372	3046	30	
417	3047	8	
3204	3048	17	
1005	3049	20	
1917	3050	7	
7891	3051	19	
6299	3052	6	
3934	3053	1	
6488	3054	11	
603	3055	15	
5126	3056	9	
9991	3057	9	
7504	3058	9	
7730	3059	3	
3013	3060	8	
6966	3061	18	
2395	3062	11	
2551	3063	6	
5904	3064	19	
2504	3065	14	
713	3066	12	
843	3067	18	
9741	3068	8	
4782	3069	2	
5095	3070	14	
6831	3071	6	
292	3072	7	
5098	3073	14	
9512	3074	7	
6041	3075	23	
4828	3076	7	
7487	3077	2	
5761	3078	16	
2003	3079	22	
1445	3080	2	
2692	3081	28	
1607	3082	56	
1697	3083	14	
9831	3084	7	
4517	3085	8	
7613	3086	12	
5625	3087	3	
2647	3088	21	
5681	3089	1	
444	3090	4	
6597	3091	21	
3536	3092	9	
1173	3093	15	
2997	3094	22	
5267	3095	8	
2061	3096	15	
258	3097	8	
5387	3098	9	
9491	3099	20	
8114	3100	10	
5230	3101	4	
3983	3102	45	
3920	3103	15	
8231	3104	32	
9964	3105	7	
6227	3106	7	
1	3107	22	
9211	3108	14	
3873	3109	52	
1515	3110	13	
8535	3111	16	
8041	3112	17	
7132	3113	13	
6969	3114	7	
7950	3115	7	
1509	3116	22	
5589	3117	9	
7227	3118	12	
1206	3119	3	
7859	3120	9	
8304	3121	12	
9981	3122	3	
8229	3123	13	
3717	3124	9	
8733	3125	10	
5928	3126	27	
7717	3127	14	
6679	3128	3	
2507	3129	10	
7180	3130	8	
3920	3131	16	
4102	3132	25	
6116	3133	17	
9829	3134	13	
6065	3135	10	
3691	3136	10	
7086	3137	12	
781	3138	13	
3137	3139	11	
1843	3140	37	
1100	3141	20	
3823	3142	38	
9101	3143	1	
8431	3144	10	
1507	3145	19	
5907	3146	9	
7967	3147	9	
8415	3148	10	
3143	3149	1	
1927	3150	5	
2296	3151	8	
8225	3152	47	
1541	3153	10	
8144	3154	11	
9735	3155	11	
7361	3156	3	
9900	3157	18	
2986	3158	1	
8818	3159	10	
4107	3160	2	
9257	3161	12	
8871	3162	15	
2606	3163	3	
7574	3164	2	
4298	3165	8	
352	3166	8	
5332	3167	54	
3631	3168	3	
2240	3169	26	
5024	3170	46	
4476	3171	8	
1793	3172	6	
3166	3173	30	
3124	3174	17	
1672	3175	21	
67	3176	12	
7539	3177	11	
8444	3178	3	
4178	3179	22	
7465	3180	20	
9667	3181	4	
7939	3182	41	
926	3183	9	
8788	3184	8	
4262	3185	35	
9417	3186	11	
7283	3187	6	
2131	3188	13	
8181	3189	2	
8192	3190	2	
5257	3191	10	
627	3192	6	
8962	3193	11	
9674	3194	27	
6976	3195	7	
2781	3196	23	
5157	3197	8	
3987	3198	16	
7647	3199	20	
797	3200	4	
5473	3201	4	
4417	3202	18	
6260	3203	5	
710	3204	3	
7088	3205	8	
233	3206	5	
6792	3207	18	
8551	3208	8	
8158	3209	11	
1475	3210	6	
5675	3211	21	
968	3212	10	
1935	3213	27	
8491	3214	4	
5100	3215	17	
8326	3216	5	
9386	3217	1	
3458	3218	11	
1993	3219	4	
4695	3220	2	
6004	3221	1	
4532	3222	12	
7646	3223	11	
2233	3224	6	
539	3225	36	
648	3226	25	
8442	3227	44	
6524	3228	20	
940	3229	5	
9052	3230	3	
5598	3231	28	
3773	3232	26	
17	3233	1	
6237	3234	10	
1705	3235	4	
9620	3236	19	
5129	3237	14	
6716	3238	19	
475	3239	14	
568	3240	10	
4380	3241	46	
8355	3242	8	
5474	3243	27	
1669	3244	13	
2554	3245	18	
4804	3246	15	
2446	3247	5	
3161	3248	17	
3405	3249	10	
8486	3250	3	
3709	3251	11	
5658	3252	19	
9187	3253	25	
2088	3254	13	
43	3255	5	
847	3256	16	
3019	3257	6	
6805	3258	9	
